model,prompt_mode,demo_mode,demo_size,embedding_mode,retrieval_mode,thinking_mode,fold,n_scored,n_abstained,accuracy,f1_macro,precision_true,recall_true,precision_false,recall_false
gemma-4-E4B-it,title,dynamic,8,dense,mmr,False,2,816,0,0.6409,0.5628,0.2425,0.8558,0.9666,0.6096
Qwen3.5-9B,explicit,None,0,None,None,False,2,816,0,0.7929,0.5611,0.2269,0.2596,0.8895,0.8708
Qwen3.5-9B,description,None,0,None,None,False,2,816,0,0.674,0.561,0.2282,0.6538,0.9305,0.677
Qwen3.5-9B,description,dynamic,8,fusion,similarity,False,0,816,0,0.6618,0.5589,0.2296,0.7019,0.9378,0.6559
Qwen3.5-9B,title,dynamic,8,sparse,similarity,False,1,816,0,0.6507,0.5585,0.233,0.7596,0.9476,0.6348
gemma-4-E4B-it,implicit,dynamic,8,fusion,similarity,False,0,816,0,0.6397,0.5585,0.2376,0.8269,0.9604,0.6124
gemma-4-E4B-it,description,dynamic,8,dense,mmr,False,1,816,0,0.6324,0.5584,0.2407,0.875,0.9703,0.5969
gemma-4-E4B-it,implicit,dynamic,8,dense,mmr,False,1,816,0,0.6299,0.5575,0.2408,0.8846,0.9724,0.5927
gemma-4-E4B-it,implicit,dynamic,8,dense,diversity,False,3,815,0,0.6687,0.5572,0.2244,0.6602,0.9316,0.6699
Qwen3.5-9B,description,dynamic,8,dense,similarity,False,0,816,0,0.6642,0.5566,0.2258,0.6731,0.9328,0.6629
gemma-4-E4B-it,implicit,dynamic,8,dense,diversity,False,0,816,0,0.636,0.5557,0.2356,0.8269,0.9601,0.6081
Qwen3.5-9B,title,dynamic,8,None,random,False,2,816,0,0.674,0.555,0.2207,0.6154,0.924,0.6826
gemma-4-E4B-it,implicit,dynamic,8,fusion,similarity,False,2,816,0,0.6275,0.5546,0.2382,0.875,0.97,0.5913
gemma-4-E4B-it,implicit,dynamic,8,sparse,similarity,False,3,815,0,0.6577,0.5546,0.225,0.699,0.9374,0.6517
Qwen3.5-9B,description,None,0,None,None,False,1,816,0,0.6752,0.5544,0.2195,0.6058,0.9225,0.6854
gemma-4-E4B-it,implicit,dynamic,8,dense,mmr,False,3,815,0,0.6479,0.5526,0.2262,0.7379,0.9436,0.6348
gemma-4-E4B-it,implicit,dynamic,8,sparse,similarity,False,2,816,0,0.625,0.5517,0.2356,0.8654,0.9677,0.5899
Qwen3.5-9B,title,dynamic,8,None,random,False,3,814,1,0.6794,0.5512,0.2138,0.5728,0.9182,0.6948
Qwen3.5-9B,description,dynamic,8,dense,mmr,False,0,816,0,0.652,0.5489,0.2205,0.6827,0.9332,0.6475
Qwen3.5-9B,implicit,None,0,None,None,False,2,816,0,0.8676,0.5487,0.4231,0.1058,0.8823,0.9789
gemma-4-E4B-it,implicit,dynamic,8,None,random,False,0,816,0,0.6299,0.5476,0.228,0.7981,0.9535,0.6053
Qwen3.5-9B,title,dynamic,8,dense,diversity,False,0,815,1,0.6613,0.5459,0.2133,0.6154,0.9223,0.6681
gemma-4-E4B-it,implicit,dynamic,8,fusion,similarity,False,3,815,0,0.6491,0.5455,0.2167,0.6796,0.9329,0.6447
gemma-4-E4B-it,implicit,dynamic,8,dense,mmr,False,2,816,0,0.6091,0.5416,0.2306,0.8846,0.9712,0.5688
gemma-4-E4B-it,implicit,dynamic,8,dense,mmr,False,0,816,0,0.6017,0.539,0.2311,0.9135,0.9778,0.5562
Qwen3.5-9B,title,dynamic,8,sparse,similarity,False,3,815,0,0.6417,0.5388,0.211,0.6699,0.9303,0.6376
Qwen3.5-9B,title,dynamic,8,sparse,similarity,False,2,816,0,0.6348,0.535,0.2096,0.6731,0.9295,0.6292
Qwen3.5-9B,description,None,0,None,None,False,3,815,0,0.665,0.5324,0.1942,0.5243,0.9088,0.6854
Qwen3.5-9B,title,dynamic,8,dense,similarity,False,3,815,0,0.6123,0.5323,0.216,0.7864,0.95,0.5871
gemma-4-E4B-it,title,None,0,None,None,False,1,816,0,0.6103,0.5307,0.2154,0.7788,0.9477,0.5857
gemma-4-E4B-it,title,None,0,None,None,False,0,816,0,0.6115,0.5305,0.2145,0.7692,0.9458,0.5885
Qwen3.5-9B,implicit,None,0,None,None,False,3,815,0,0.8699,0.5304,0.4211,0.0777,0.8807,0.9846
Qwen3.5-9B,title,None,0,None,None,False,1,816,0,0.6336,0.53,0.2036,0.6442,0.924,0.632
Qwen3.5-9B,title,dynamic,8,None,random,False,0,815,1,0.6307,0.5295,0.2042,0.6538,0.9253,0.6273
Qwen3.5-9B,title,dynamic,8,fusion,similarity,False,3,815,0,0.6098,0.5282,0.2118,0.767,0.9457,0.5871
Qwen3.5-9B,title,None,0,None,None,False,2,816,0,0.6201,0.5244,0.2023,0.6731,0.9277,0.6124
gemma-4-E4B-it,title,None,0,None,None,False,2,816,0,0.5968,0.5241,0.2137,0.8077,0.9527,0.566
Qwen3.5-9B,title,dynamic,8,sparse,similarity,False,0,816,0,0.6066,0.5198,0.2027,0.7115,0.9335,0.5913
Qwen3.5-9B,description,None,0,None,None,False,0,815,1,0.6258,0.5161,0.1889,0.5865,0.9126,0.6315
Qwen3.5-9B,title,dynamic,8,dense,mmr,False,3,815,0,0.5914,0.5158,0.2051,0.7767,0.9459,0.5646
gemma-4-E4B-it,title,None,0,None,None,False,3,815,0,0.6049,0.5137,0.195,0.6796,0.9276,0.5941
Qwen3.5-9B,title,dynamic,8,dense,mmr,False,1,816,0,0.5784,0.5105,0.2059,0.8077,0.951,0.5449
Qwen3.5-9B,title,dynamic,8,dense,similarity,False,1,816,0,0.5809,0.5102,0.204,0.7885,0.9469,0.5506
Qwen3.5-9B,title,dynamic,8,fusion,similarity,False,2,816,0,0.5846,0.5096,0.201,0.7596,0.9409,0.559
Qwen3.5-9B,title,dynamic,8,dense,similarity,False,2,816,0,0.5821,0.5089,0.2015,0.7692,0.9427,0.5548
Qwen3.5-9B,title,dynamic,8,fusion,similarity,False,1,816,0,0.5821,0.5067,0.1985,0.75,0.9385,0.5576
Qwen3.5-9B,title,dynamic,8,dense,mmr,False,2,816,0,0.5748,0.5057,0.2015,0.7885,0.9462,0.5435
Qwen3.5-9B,title,None,0,None,None,False,3,815,0,0.6172,0.5012,0.1724,0.534,0.9032,0.6292
Qwen3.5-9B,title,dynamic,8,fusion,similarity,False,0,816,0,0.5662,0.4984,0.1966,0.7788,0.9431,0.5351
Qwen3.5-9B,title,dynamic,8,dense,mmr,False,0,815,1,0.5595,0.4946,0.1957,0.7885,0.9444,0.526
Qwen3.5-9B,title,None,0,None,None,False,0,816,0,0.5846,0.4792,0.1594,0.5288,0.896,0.5927
Qwen3.5-9B,title,dynamic,8,dense,similarity,False,0,816,0,0.5453,0.4791,0.1829,0.7404,0.9316,0.5169
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,dense,similarity,False,2,815,1,0.5043,0.4642,0.1926,0.9038,0.9694,0.4459
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,fusion,similarity,False,3,815,0,0.4994,0.4523,0.1776,0.8155,0.9444,0.4537
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,dense,similarity,False,1,816,0,0.4865,0.4505,0.1869,0.9038,0.9681,0.4256
EuroLLM-22B-Instruct-2512,description,dynamic,8,dense,similarity,False,3,815,0,0.5067,0.4504,0.1685,0.7379,0.9258,0.4733
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,dense,similarity,False,3,815,0,0.4969,0.4487,0.1741,0.7961,0.939,0.4537
EuroLLM-22B-Instruct-2512,description,dynamic,8,fusion,similarity,False,2,816,0,0.4828,0.4484,0.187,0.9135,0.9708,0.4199
EuroLLM-22B-Instruct-2512,description,dynamic,8,sparse,similarity,False,3,815,0,0.4982,0.4469,0.1703,0.767,0.9316,0.4593
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,fusion,similarity,False,1,816,0,0.4755,0.4427,0.1848,0.9135,0.9702,0.4115
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,sparse,similarity,False,3,815,0,0.4822,0.4419,0.1765,0.8447,0.9503,0.4298
EuroLLM-22B-Instruct-2512,description,dynamic,8,fusion,similarity,False,3,815,0,0.4896,0.4415,0.1691,0.7767,0.9327,0.448
EuroLLM-22B-Instruct-2512,description,dynamic,8,dense,similarity,False,1,816,0,0.4743,0.441,0.1832,0.9038,0.967,0.4115
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,fusion,similarity,False,2,816,0,0.473,0.4394,0.1816,0.8942,0.9638,0.4115
EuroLLM-22B-Instruct-2512,description,dynamic,8,dense,similarity,False,2,816,0,0.4681,0.4327,0.1752,0.8558,0.9513,0.4115
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,dense,mmr,False,2,815,1,0.4613,0.4324,0.1822,0.9231,0.9722,0.3938
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,sparse,similarity,False,2,816,0,0.4632,0.4318,0.1788,0.8942,0.9628,0.4003
EuroLLM-22B-Instruct-2512,description,dynamic,8,sparse,similarity,False,1,816,0,0.4669,0.431,0.1736,0.8462,0.9482,0.4115
gemma-4-E4B-it,implicit,None,0,None,None,False,0,814,2,0.4582,0.4274,0.1766,0.8846,0.959,0.3958
EuroLLM-22B-Instruct-2512,description,dynamic,8,fusion,similarity,False,1,816,0,0.4583,0.4266,0.175,0.875,0.9561,0.3975
gemma-4-E4B-it,implicit,None,0,None,None,False,1,814,2,0.4521,0.4259,0.181,0.9327,0.9748,0.3817
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,dense,similarity,False,0,815,1,0.454,0.424,0.1752,0.8846,0.9586,0.391
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,sparse,similarity,False,1,816,0,0.4559,0.4233,0.1718,0.8558,0.9497,0.3975
EuroLLM-22B-Instruct-2512,description,dynamic,8,sparse,similarity,False,2,816,0,0.4522,0.4232,0.1758,0.8942,0.9617,0.3876
EuroLLM-22B-Instruct-2512,title,dynamic,8,dense,similarity,False,3,815,0,0.4601,0.4221,0.165,0.8058,0.9359,0.4101
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,dense,mmr,False,3,815,0,0.4528,0.4181,0.1657,0.8252,0.9404,0.3989
EuroLLM-22B-Instruct-2512,description,dynamic,8,dense,similarity,False,0,815,1,0.4466,0.4176,0.172,0.875,0.9545,0.384
gemma-4-E4B-it,implicit,None,0,None,None,False,3,813,2,0.449,0.4175,0.1689,0.8544,0.9486,0.3901
EuroLLM-22B-Instruct-2512,description,dynamic,8,None,random,False,2,816,0,0.4387,0.4145,0.1758,0.9231,0.9704,0.368
EuroLLM-22B-Instruct-2512,title,dynamic,8,fusion,similarity,False,3,815,0,0.4417,0.4131,0.1692,0.8738,0.9541,0.3792
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,dense,mmr,False,1,816,0,0.435,0.4122,0.176,0.9327,0.9736,0.3624
EuroLLM-22B-Instruct-2512,description,dynamic,8,dense,mmr,False,3,815,0,0.4491,0.4115,0.1581,0.7767,0.9256,0.4017
EuroLLM-22B-Instruct-2512,description,dynamic,8,None,random,False,3,815,0,0.4466,0.4112,0.1602,0.7961,0.9307,0.3961
EuroLLM-22B-Instruct-2512,title,dynamic,8,sparse,similarity,False,3,815,0,0.4417,0.4089,0.1615,0.8155,0.9356,0.3876
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,sparse,similarity,False,0,815,1,0.4344,0.4086,0.1701,0.8846,0.9562,0.3685
EuroLLM-22B-Instruct-2512,description,dynamic,8,sparse,similarity,False,0,816,0,0.4412,0.4084,0.1615,0.8077,0.9324,0.3876
gemma-4-E4B-it,implicit,None,0,None,None,False,2,815,1,0.4331,0.4083,0.171,0.8942,0.9594,0.3657
EuroLLM-22B-Instruct-2512,description,dynamic,8,dense,diversity,False,2,816,0,0.4289,0.4067,0.1733,0.9231,0.9695,0.3567
EuroLLM-22B-Instruct-2512,description,dynamic,8,dense,diversity,False,3,815,0,0.4417,0.4044,0.1535,0.7573,0.9186,0.3961
EuroLLM-22B-Instruct-2512,title,dynamic,8,dense,similarity,False,1,816,0,0.4252,0.4032,0.1712,0.9135,0.9655,0.3539
EuroLLM-22B-Instruct-2512,description,dynamic,8,dense,mmr,False,1,816,0,0.4228,0.4029,0.1741,0.9423,0.9763,0.3469
EuroLLM-22B-Instruct-2512,description,dynamic,8,None,random,False,0,815,1,0.4282,0.4025,0.1661,0.8654,0.9487,0.3643
EuroLLM-22B-Instruct-2512,description,dynamic,8,dense,mmr,False,2,816,0,0.4216,0.4002,0.1703,0.9135,0.9651,0.3497
EuroLLM-22B-Instruct-2512,title,dynamic,8,dense,similarity,False,2,816,0,0.4216,0.3996,0.1691,0.9038,0.9615,0.3511
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,dense,mmr,False,0,815,1,0.4209,0.3991,0.1691,0.9038,0.9614,0.3502
EuroLLM-22B-Instruct-2512,title,dynamic,8,sparse,similarity,False,0,816,0,0.4179,0.3978,0.1705,0.9231,0.9684,0.3441
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,fusion,similarity,False,0,815,1,0.4209,0.3973,0.1655,0.875,0.9509,0.3544
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,dense,diversity,False,3,814,1,0.4238,0.3972,0.1611,0.8447,0.9416,0.3629
EuroLLM-22B-Instruct-2512,description,dynamic,8,None,random,False,1,816,0,0.4105,0.3885,0.1616,0.8654,0.9459,0.3441
EuroLLM-22B-Instruct-2512,title,dynamic,8,fusion,similarity,False,2,816,0,0.4044,0.3884,0.1707,0.9519,0.9788,0.3244
EuroLLM-22B-Instruct-2512,title,dynamic,8,dense,diversity,False,3,815,0,0.4147,0.3874,0.1537,0.8058,0.9273,0.3581
EuroLLM-22B-Instruct-2512,title,dynamic,8,sparse,similarity,False,1,816,0,0.4069,0.3867,0.1631,0.8846,0.9524,0.3371
EuroLLM-22B-Instruct-2512,description,dynamic,8,fusion,similarity,False,0,815,1,0.4061,0.3826,0.1558,0.8269,0.9316,0.3446
EuroLLM-22B-Instruct-2512,title,dynamic,8,None,random,False,3,815,0,0.4049,0.3792,0.1502,0.7961,0.9219,0.3483
EuroLLM-22B-Instruct-2512,description,dynamic,8,dense,mmr,False,0,815,1,0.3939,0.3773,0.1626,0.9038,0.9578,0.3193
EuroLLM-22B-Instruct-2512,description,dynamic,8,dense,diversity,False,0,815,1,0.3963,0.3731,0.1498,0.7981,0.9195,0.3376
EuroLLM-22B-Instruct-2512,title,dynamic,8,sparse,similarity,False,2,816,0,0.386,0.3722,0.1641,0.9327,0.9689,0.3062
EuroLLM-22B-Instruct-2512,title,dynamic,8,fusion,similarity,False,1,816,0,0.3885,0.3718,0.1589,0.8846,0.9494,0.316
EuroLLM-22B-Instruct-2512,title,dynamic,8,dense,mmr,False,3,815,0,0.389,0.3684,0.1504,0.8252,0.928,0.3258
EuroLLM-22B-Instruct-2512,description,dynamic,8,dense,diversity,False,1,816,0,0.386,0.3682,0.1548,0.8558,0.9378,0.3174
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,None,random,False,3,815,0,0.389,0.3678,0.1492,0.8155,0.9246,0.3272
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,dense,diversity,False,1,816,0,0.3811,0.3672,0.1607,0.9135,0.96,0.3034
EuroLLM-22B-Instruct-2512,explicit,None,0,None,None,False,2,816,0,0.375,0.3659,0.1694,1.0,1.0,0.2837
EuroLLM-22B-Instruct-2512,title,dynamic,8,fusion,similarity,False,0,816,0,0.3787,0.3656,0.1613,0.9231,0.9638,0.2992
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,dense,diversity,False,2,816,0,0.3762,0.3653,0.1653,0.9615,0.981,0.2907
EuroLLM-22B-Instruct-2512,explicit,None,0,None,None,False,3,815,0,0.3742,0.3645,0.1669,0.9903,0.9951,0.2851
EuroLLM-22B-Instruct-2512,title,dynamic,8,dense,diversity,False,1,816,0,0.3775,0.3607,0.1517,0.8462,0.9322,0.309
EuroLLM-22B-Instruct-2512,title,dynamic,8,dense,diversity,False,2,816,0,0.3689,0.3561,0.1558,0.8942,0.9498,0.2921
EuroLLM-22B-Instruct-2512,title,dynamic,8,dense,mmr,False,2,816,0,0.3652,0.3559,0.1629,0.9615,0.9802,0.2781
EuroLLM-22B-Instruct-2512,title,dynamic,8,None,random,False,0,815,1,0.3706,0.3556,0.1516,0.8558,0.9342,0.2996
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,None,random,False,0,815,1,0.3706,0.3551,0.1504,0.8462,0.9304,0.301
EuroLLM-22B-Instruct-2512,title,dynamic,8,None,random,False,2,816,0,0.3689,0.3547,0.1523,0.8654,0.9378,0.2963
EuroLLM-22B-Instruct-2512,title,dynamic,8,dense,similarity,False,0,815,1,0.3656,0.3534,0.1553,0.8942,0.9491,0.2883
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,None,random,False,2,816,0,0.3652,0.353,0.155,0.8942,0.9491,0.2879
EuroLLM-22B-Instruct-2512,explicit,None,0,None,None,False,1,816,0,0.3603,0.3528,0.1651,0.9904,0.9948,0.2683
EuroLLM-22B-Instruct-2512,explicit,None,0,None,None,False,0,815,1,0.3546,0.3475,0.1629,0.9808,0.9894,0.263
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,None,random,False,1,816,0,0.3542,0.3453,0.1572,0.9327,0.9648,0.2697
EuroLLM-22B-Instruct-2512,title,dynamic,8,dense,mmr,False,1,816,0,0.3529,0.3453,0.1603,0.9615,0.9792,0.264
EuroLLM-22B-Instruct-2512,title,dynamic,8,None,random,False,1,816,0,0.3591,0.3432,0.1419,0.7981,0.9091,0.2949
EuroLLM-22B-Instruct-2512,title,dynamic,8,dense,diversity,False,0,816,0,0.3566,0.3422,0.1438,0.8173,0.9156,0.2893
EuroLLM-22B-Instruct-2512,implicit,dynamic,8,dense,diversity,False,0,815,1,0.3472,0.3371,0.1492,0.875,0.9366,0.27
EuroLLM-22B-Instruct-2512,title,dynamic,8,dense,mmr,False,0,815,1,0.3448,0.3369,0.1543,0.9231,0.9585,0.2602
EuroLLM-22B-Instruct-2512,description,None,0,None,None,False,1,816,0,0.2328,0.2326,0.1405,0.9808,0.9778,0.1236
EuroLLM-22B-Instruct-2512,description,None,0,None,None,False,2,816,0,0.2279,0.2276,0.1387,0.9712,0.9659,0.1194
EuroLLM-22B-Instruct-2512,implicit,None,0,None,None,False,2,816,0,0.2279,0.2275,0.1407,0.9904,0.9881,0.1166
EuroLLM-22B-Instruct-2512,description,None,0,None,None,False,0,816,0,0.2157,0.2151,0.1349,0.9519,0.939,0.1081
EuroLLM-22B-Instruct-2512,description,None,0,None,None,False,3,815,0,0.2147,0.214,0.1357,0.9709,0.9615,0.1053
EuroLLM-22B-Instruct-2512,implicit,None,0,None,None,False,1,816,0,0.2108,0.2096,0.1371,0.9808,0.9722,0.0983
EuroLLM-22B-Instruct-2512,implicit,None,0,None,None,False,0,816,0,0.2059,0.2048,0.1334,0.9519,0.9324,0.0969
EuroLLM-22B-Instruct-2512,implicit,None,0,None,None,False,3,815,0,0.2037,0.2029,0.1301,0.932,0.9091,0.0983
EuroLLM-22B-Instruct-2512,title,None,0,None,None,False,2,816,0,0.1801,0.1761,0.1326,0.9808,0.9574,0.0632
EuroLLM-22B-Instruct-2512,title,None,0,None,None,False,1,816,0,0.1789,0.1742,0.1344,1.0,1.0,0.059
EuroLLM-22B-Instruct-2512,title,None,0,None,None,False,3,815,0,0.1706,0.1652,0.1313,0.9903,0.9737,0.052
EuroLLM-22B-Instruct-2512,title,None,0,None,None,False,0,816,0,0.1679,0.1619,0.1319,0.9904,0.9714,0.0478
