,description,final_label,step_c_d_choice,step_e_choice,step_f_choice,step_g_choice,step_h_choice,step_i_choice,id,DEF
180,"Di eJuden wissen auch nicht mehr was Sie machen , erst das Ferkel dazu drängen Europa und speziell D mit Asyls zu fluten und nun kriegen Sie Angst das Ihre Kirchen gesprengt werden .",False,,none,none,none,none,none,1013088465396243,False
181,"Was, und hat man keinen Deutschen gefunden den man das in die Schuhe schienen konnte ?",False,False,none,none,none,none,none,882032678501823,False
183,"ihr Osis klaut uns Ausländern erst die Arbeitsplätze, und jetzt hetzt ihr auch noch.
Kauf dir schonmal ne Burka wenn Du soviel Angst hast vor dem Islam, die köpfen nämlich mit vorliebe hässliche Menschen.
Ach und noch etwas, bleib bitte im Osten, hier im Westen sind wir ganz viele!!!",False,False,none,none,none,none,none,858648884173536,False
184,"Im Koran steht doch, daß Moslems  ""Ungläubige"" belügen und betrügen dürfen. Solche Erärungen sind von vorneherein nichts wert.",False,False,none,none,none,none,none,1084412618263827,False
186,"Vor einen halben Jahr hat man uns erzählt die flüchten vor dem IS, jetzt flüchten die vor Assad und den Russen? Hauen die sich dann gegenseitig die Köpfe bei uns ein? Und jetzt vorab für jeden Dünnbrettbohrer! Auch ohne (deutsche) Waffen würden die mit Messern und Knüpel aufeinander losgehen. Die sollen und müssen ihre Probleme in ihrer Welt in ihren Ländern lösen. UND Deutschland soll, darf und kann diese nicht hier in diesem Land klären!",False,False,none,none,none,none,none,1055277251177364,False
189,"Merkell lässt von ihrer Willkommenskultur nicht ab!! Hat sie gestern in München doppelt und dreifach erwähnt! Während andere hinter ihrem Volk stehen, verkauft die uns! Merkel ist der Untergang Deutschlands und wir halten uns viel zu still. Deshalb setzt die ihr Spiel fort....",False,True,False,none,none,none,none,1057942044244218,False
190,Was hat die genommen???? Oder sind das die Hormone??,True,True,True,True,False,False,True,1011194372252319,True
191,"nee die ""Schwulen"" lernen bei den Mussels erstmal Fliegen .",False,False,none,none,none,none,none,1010767258961697,False
192,"Eure ""Spaziergänge"" behindern sehr viele Pendler und sind einfach nur noch nervig, wenn eure asozialen Anhänger die Innenstädte blockieren! Trefft Euch doch zum ""Wissensaustausch"" in privaten Einrichtungen und nervt nicht die Bevölkerung.., fährt man in den Urlaub, so muss man sich schon fast schämen Deutsche zu sein, aufgrund eurer ausländerfeindlichen Aktionen!",False,False,none,none,none,none,none,858373474201077,False
193,"ja Helmut Schoolmann, und wenn die Marokkaner merken das es denen dadurch schlechter geht und sie für dich mitarbeiten und mehr Steuern zahlen müssen, wirst du gesteinigt, deine Frau vergewaltigt und deine kinder als Sklaven verkauft ! Super Idee !",False,True,False,none,none,none,none,882708281767596,False
194,"PEGIDA nur mit der allgemeinen Islamisierung abzutun wird nicht der Sche gerecht. In der Bewegung kommt die Stimmung gegen über der Regierung zum Ausdruck.Die Presse als Plakat der Regierung belügt uns doch ständig und die Regierenden lassen das bei Presse schön sitzen, weil das sonst Wählerstimmen kosten könnte.",False,True,True,True,False,True,False,857913240913767,False
195,"Das sind dann wohl die hochqualifizierten Fachkräfte, die Deutschland so dringend braucht. Ein Asylanten-Mob, aus der Gegend aus der ich komme sagt man Pack dazu, sind randaliert an der Ungarisch-Serbischen Grenze und interessiert sich einen feuchten Scheißdreck für die Gesetze und Regeln anderer Länder",False,False,none,none,none,none,none,982643815107375,False
196,Was soll eine Antifa allein auf der Straße? Wem sollen die Dummköpfe dann anpöbeln?,False,False,none,none,none,none,none,1052782481426841,False
197,Lernt doch den Asylanten deutsch und verkauft eure Seele gleich mit.,False,False,none,none,none,none,none,961229657248791,False
199,"Nix mehr gauner-""Balkan-Route"". die Trojaner hocken jetzt in Griechenland , grenzen werden gesperrt. Na endlich !! mußte man erst 2 mio. von diesen Schnorrern hier herbeilocken ? Das hätte sofort gestoppt gehört , diese mega-Gangsterei namens ""Balkanroute"".http://www.sueddeutsche.de/politik/fluechtlinge-auf-der-balkanroute-balkanstaaten-machen-dicht-mehr-als-fluechtlinge-sitzen-fest-1.2882941",False,False,none,none,none,none,none,1064999243538498,False
200,"Miriam Thomas, wie ihr, nehme an Türkin,  eure Kinder erzieht, sieht man an den vielen Kriminellen. Und ich selber habe einen Fall erlebt, wo eine türkische Familie den alten Vater zu Hause""gepflegt""hat. Völlig verwahrlost, dehydriert und durchgelegen war er.Aber Pflegegeld einsacken.",False,True,True,True,False,False,False,876356595736098,False
201,"Der soziale Faktor (staatlichenZuwendungen) spielt in der Frage der Auswahl des Zufluchtlandes die entscheidene Rolle . Wenn die einzige Intension der Flüchtlinge ein sicher Hort vor Krieg und Verfolgung wäre , warum die Strapazen der weiten Reise in klimatisch unattraktive Gebiete (Deutschland, Norwegen, Schweden) . Deutschland ist umgeben von sicheren Drittstaaten. Und zweitens, ja wir brauchen Zuwanderung aber auch nur deshalb, weil eine jahrelange familienfeindliche Politik betrieben wurde. Grund ist, die schwere Vereinbarkeit von Beruf und Familie. Deutschland als Wirtschaftskopf Europas sollte doch so potent sein ,um eine ganzheitliche , kostenlose Kindbetreuung gewährleisten zu können (gerade für die berufstätigen, wertschöpfenden Menschen). Wir pumpen unmengen Geld in die Töpfe Europas , nur nicht in die Vorsorge und Fürsorge unserer Kinder. Kein Geld für Schulen, Polizei, Kindergärten, Straßen , Kommunen,Rentner usw. aber Milliarden Euro für Scheinasylanten.",False,False,none,none,none,none,none,885307318174359,False
202,"Grönemeier ist ein nix, nichtmal singen kann die flachzange!!",True,True,True,True,False,False,True,855023321202759,True
203,"Spielt aber nicht wirklich eine große Rolle, es werden die einen nur durch die anderen ersetzt...mit Gerechtigkeit hat das auch wieder nichts zu tun, es sei denn es werden nur wirkliche Kriegsländer als solche eingestuft und nicht Urlaubsländer für die nichtmal eine Reisewarnung besteht und mit deren Regierungschefs unsere ""Politiker"" eine Freundschaft pflegen!  Aber das ist Wunschdenken...da unsere Verräter das Wort Gerechtigkeit schon lange aus ihren Gehirnen gestrichen haben, das würde ihr Politikerdasein dann nämlich zu kompliziert machen!",False,False,none,none,none,none,none,960870417284715,False
204,"Die AWO sieht doch auch wie sie mit den Arsch an die Wand kommt . Wenn es Geld gibt , verraten sie auch Deutschland",False,False,none,none,none,none,none,1152528161452272,False
205,"Die Lügenpresse, die ist Teil des Schweigekartells von Anfang Januar 2016  am Kölner Hauptbahnhof und der Domplatte... Sie wissen alles aber schreiben lieber nichts ... Der Leser fragt sich: Warum kaufe ich diese Zeitungen ?... Kündigen > Auflagenrückgang... Pegida-Mistgabeln  können sehr hilfreiche Mittel zur Läuterung sein",False,False,none,none,none,none,none,1043732338998522,False
206,"Und langsam, Europa wird genau so aussehen wie Beirut. Da genau die selben tieren hereingekommen sind.",False,False,none,none,none,none,none,982638668441223,False
208,#pegidasindallesarbeitslosehartz4empfängerdiezumerstenmaldasinternetentdeckthaben,False,False,none,none,none,none,none,856805511024540,False
209,"Auf Geheiß der Ministerpräsidenten Winfried Kretschmann und Malu Dreyer soll die AfD zu den üblichen Lifedebatten nicht eingeladen werden und der SWR führt diesen Befehl aus. Das hat mit Demokratie, unabhängiger Berichterstattung, Grundgesetz und Staatsferne nichts zu tun. Das ist ein weiterer unwiderlegbarer Beweis für den verlogenen undemokratischen Staatsfunk! Gleichzeitig wird Polen wegen seiner Medienpolitik in Brüssel vorrangig von deutschen Politikern abgekanzelt. Und darüber berichtet dann dieser verlogene Staatsfunk am selben Tag - ein Zusammenhang wird natürlich nicht gesehen. Wer soll dabei nicht an die Mistgabel denken! Und Protagonisten solcher Medien wollen unsere Tatjana strafrechtlich belangen, weil sie von ihrem Grundrecht auf Meinungsfreiheit Gebrauch gemacht hat! Pfui Teufel! Wo leben wir!",False,True,True,True,False,True,False,1043733988998357,False
210,Diese Lügen das unsere Grenze dicht wäre. DIE STEHEN SCHEUNENWEIT OFFEN. Googelt doch mal. Diese Lügenmedien! Ich habe es so satt. Und heute auf bayern 1 im Radio gehört wie ein braver Asylant wieder mal eine Geldbörse gefunden hat und zurück gebracht hat!,False,False,none,none,none,none,none,982728731765550,False
211,"Thomas, um deinen Kopf sicher noch weniger. Schade nur um dein Hundchen, das dann nicht mehr in die warme Bude darf, weil dann ja keine Engel mehr zu den Bewohnern deiner ehemaligen Unterkunft kommen würden. So hartherzig ist er halt, der von dir so geliebte Islamische Staat.",False,True,False,none,none,none,none,1011312965573793,False
212,"Noch sitzt ihr da oben, ihr feigen Gestalten, vom Feinde bezahlt und dem Volke zum Spott. Doch einst wird wieder Gerechtigkeit walten, dann richtet das Volk und es gnade euch Gott.",False,,none,none,none,none,none,881998811838543,False
213,"Dann auch Trennung von Deutschen und anderen Ethnien. Zumindest die, die diesen Wahn ablehnen. Wir MÜSSEN diese Durchmischung mitmachen. Uns schützt niemand. Ein Reservat für Deutsche in Deutschland?! Eigentlich schon traurig daran zu denken!",False,False,none,none,none,none,none,968151869889903,False
214,Wer weiß was der für Drogen genommen hat wo er bei der IS war! !!Der ist doch hängen geblieben!,True,True,True,True,False,False,True,894681810570243,True
215,Stefan Du Kommunisten Hohlkopf....,True,True,True,True,False,False,True,856777827693975,True
216,"Ist ja wie im Osten! Merken die Super - Politiker/fast-Millionäre  gar nicht, wie das eig ene Volk fast am verhungern ist ! Bitte sorgt dafür das unsere  Kinder und  dieRrentner",False,False,none,none,none,none,none,862094253828999,False
217,Da müssen Viehwaggons her dann klappt das mit der Massenabschiebung,False,False,none,none,none,none,none,1057451710959918,False
218,"verweichlichte verblödete dsdsschwuchtelvergendertehippigeneration, zu dumm zum leben, zu dumm zum arbeiten, aber dem erfolgreichen mittelstand erklären wollen wie das leben fuktioniert... ihr habt keine kinder, keine verantwortung, keine richtigen jobs und vor allem keine werte, ihr seit eine generation von kollektivem selbstversagen und wollt anderen erzählen wie das leben läuft?!!F.U",False,False,none,none,none,none,none,1010742252297531,False
219,"Hanna, hör auf Märchen zu erzählen. Nur weil du vielleicht ein Heim um die Ecke hast, wo tatsächlich auch ECHTE Flüchtlinge sind, ändert das trotzdem nichts an den Tatsachen, dass ~80% illegale Einwanderer sind und vorwiegend männlich. Denkst du wirklich, die Leute glauben eher deinem Gewäsch, als ihren eigenen Augen und Ohren?",False,True,False,none,none,none,none,968370733201350,False
221,"Und wieder ein Beweis von -zigtausenden, daß wir die unfähigste Regierung in der Glaskuppel sitzen haben. Alle Händchen im Schoß, bloß nix arbeiten müssen, Zeit absitzen und die fettesten Diäten kassieren. Man kann doch nicht so tatenlos zusehen, wie wir überrannt werden? Hallo? Auchwachen? Aber die immer Aussitzerei, und dann die Tröpelmina, falls die noch jemand kennt, ist so eine Kanne mit einem Hahn unten, und der tropft halt ab und zu, witziger Begriff, und so warten die Herren und Damen auch, bis",False,True,False,none,none,none,none,1105436739494748,False
222,Antifa sind die nützliche Idioten des BRD-Systems geworden und sehen das selbst nicht. Was ein traurigisch Ende des deutschen Antifaschismus.,False,False,none,none,none,none,none,885774341460990,False
223,Kathrin Oertel sollte sich mal lieber Gedanken um ihre mega hässlichen Augenbrauen machen das tut ja weh beim hingucken :D #edding #scheißaufPEGIDA,True,True,True,True,False,False,True,857918987579859,True
224,"In Africa and Middle East we have demographic explosions..50 years ago Algeria was with 8 mln population, now -34 mln...with average age-15 years.. there is no govermnent, even dictatorship that can build schools, infrastructure and create so many jobs for them.. Europe is doomed if not build walls and close all borders..",False,False,none,none,none,none,none,977024745669282,False
225,Und fragt die Flüchtling doch gleich noch nach der Bundeslade und dem golden Vlies...,False,False,none,none,none,none,none,1065253243513098,False
226,"Wär nett, wenn sie auch mal bei uns aufmerksam hinhören würde. Nur, allein hinhören nutzt nix, wenn ihr nix tut, sondern treudoof weiter macht. Denn Leute wie v.d. Leyen warnen vor einer drohenden Abschottung, wo unsere Grenzen weiterhin tagtäglich ungeschützt von zehntausenden unkontrolliert überrannt werden. Absurd.

Von der Leyen: ""Wir werden sehr genau hinhören, was Frankreich uns zu sagen hat, und aufmerksam auch analysieren, worum Frankreich uns bittet""",False,True,False,none,none,none,none,1010218772349879,False
227,Da hat doch schon wieder einer das Rad neu erfunden. Wie lange gibt es schon die 10 Thesen von Pegida ? Die anderen 9 Thesen erfinden diese schlauen Menschen bestimmt auch noch .,False,False,none,none,none,none,none,960923793946044,False
228,garnicht erst reinlassen diesen Abschaum aber dafür ist es schon zu spät,False,False,none,none,none,none,none,1057052507666505,False
230,Wie weit ist Klein- Heiko denn schon vor ideologischer Verblendung von der Wirklichkeit entrückt. Man kann in diesem speziellen Fall bereits von erheblicher Beeinträchtigung der Wahrnehmung der Realität sprechen.  Er passt zum Zentralbild der Regierung.,False,True,False,none,none,none,none,1120374664667622,False
231,"Naja, nichts Neues. Sie finden ja täglich Handys und Geldbörsen in vorbeilaufenden fremden Handtaschen und Jacken",False,False,none,none,none,none,none,1065324133506009,False
232,DEUTSCHLAND  die NEUE ZONE --Rechtsfreie Europazone--  Auf die STRASSE gegen diese PSEUDODEMOKRATIE  gegen rotrotgrüne Terroristen und Schmarotzer,False,False,none,none,none,none,none,1043681942336895,False
233,"Nein, warum auch? Wahrheit bleibt Wahrheit, natürlich nich für Linke wie DU.",False,True,True,True,False,False,False,856893747682383,False
234,weg mit dreck an der grenze stehen lassen,False,False,none,none,none,none,none,1055294291175660,False
235,"Deutschland: Prostituierte kostenlos für Asylbewerber?   Siegertsbrunn (Bayern) während einer Debatte, veranstaltet von der CSU, ehemaliger evangelischer Pastor Ulrich Wagner hat die Idee der verfügbare freie Prostituierte Asylanten vorgeschlagen. Ihm zufolge konnte durch Spenden der gemeinnützigen Seelen oder Handler der Bordell (s) bereit, die eine gute Arbeit zu erreichen finanziert werden. Ulrich Wagner bringt diese Idee nach vorn die Ängste beeinträchtigen, sexuelle Übergriffe treffen die deutschen Dörfer in denen die Asylbewerber befinden :/ .  
Es ist eine Schande  http://euro-jihad.com/blog/?p=29027 .",False,True,False,none,none,none,none,881958975175860,False
236,"Deren Trinkwasser muss mit Wirksamkeit einer Antibabypille versetzt werden, die haben außer Sex zu vollziehen nichts zu tun, natürlich werden die immer mehr! Arbeit auf den Feldern und im Handwerksbereich fördern, die sollen mal erfahren was Arbeit ist!!!",False,False,none,none,none,none,none,1055905544447868,False
237,Ramon De la Perez Fluchbenzin gegurgelt oder keine Steine mehr von der Antifa bekommen ? so eine Blitzbirne ^^,True,True,True,True,False,False,True,982690255102731,True
238,"Da wird jemend eingebürgert und dann verweigert SIE sich die Nationalhymne zu singen, und gibt auch noch offen und frech in die Kamera zu, sie wolle das gar nicht..., ihr wäre nur das Papier wichtig...
Also da hört sich doch alles auf!
Der Dame gehört sofort die deutsche Staatsbürgerschaft wieder aberkannt und sie hochkant wieder hinausgeworfen!!!",False,True,True,False,none,none,none,858074980897593,False
239,Dann wären nicht so viele hier. Muslime sind als Sozialschmarotzer bekannt,False,False,none,none,none,none,none,968078219897268,False
240,"...guten Morgen,liebe Britta: ...verrate uns doch bitte, aus welchem Jahrhundert Du bist??? Vielleicht können wir von Dir etwas lernen!Schönen Tag noch! Calle",False,True,False,none,none,none,none,1056748071030282,False
241,"Ihr Ungarn seid die Einzigen Die noch bei Verstand sind,haltet durch!Die Türken habt ihr vor Jahrhunderten auch schon rausgeschmissen! LG aus dem Pegidaland",False,False,none,none,none,none,none,982665751771848,False
242,Du bist dumm,False,True,True,True,False,False,True,856747811030310,False
243,"Wieso unterrichtet diese Tante Sirseloudi nicht in ihrem Herkunftsland? Dort kann sie doch die Studenten ausbilden. Ach so, die können ja nicht lesen und schreiben nur schießen. Ja dann bleib in Deutschland auf eine mehr oder weniger von euch kommt es noch nicht an. Wird sich ändern.",False,True,False,none,none,none,none,1011232272248529,False
244,"Wahrscheinlich nur einer der vielen jämmerlichen Feiglingen, die Schiss in der Hose haben und aus Angst vor den Islamisten lieber ihr eigenes Volk verraten und verkaufen.",False,,none,none,none,none,none,894998753871882,False
245,"Ich möchte mir in Deutschland nicht vorkommen wie im arabischen Raum oder in Afrika. Ich fühle mich immer fremder hier und wie auf Besuch in der eigenen Heimat. Es wird täglich mehr - man kann richtig zusehen, wie wir selbst immer mehr zur Minderheit im eigenen Land werden. Alles ist schon völlig muslimisch unterwandert - Politik, Polizei, Bundeswehr und in der Gastronomie sieht man auch immer weniger Deutsche. Das Stadtbild in Berlin prägen kinderwagenschiebende Muslime und junge muslimische Männer- die als regelrechte Invasoren nach Deutschland gekommen sind. In vielen Stadtbezirken sind die Deutschen schon weit in der Unterzahl- alles ist versifft, voller Dreck und Müll. In vielen berliner U-Bahn Linien sitzt man als Deutsche fast allein im Abteil und hört nur arabisch, türkisch usw. Die Lage in den Großstädten ist heute schon gravierend- und der muslimische Bevölkerungsanteil steigt in Zukunft noch rapider an- dann werden Sie auch mehr auf die Kleinstädte und Dörfer ausweichen und so das restliche- teilweise intakte Deutschland auch noch völlig zerstört.

Es macht mich unendlich traurig, was mit unserem wunderschönen Land geschieht. Gleichzeitig aber auch sehr wütend, dass die deutschen Männer nicht einmal uns Frauen und ihr eigenes Land verteidigen. Die Frauen sind die größten Leidtragenden einer Islamisierung. Diese Feigheit ist eine Schande. Meinen Respekt allen Männern, die dies nicht betrifft und die für unsere Zukunft kämpfen und nicht feige im Strom mit schwimmen.

Es war der größte Fehler der letzten 70 Jahre eine muslimische Einwanderung in Deutschland und Europa überhaupt zuzulassen. Der Koran verstösst gegen die Menschenrechte und die Ideologie Islam ist gegen unsere freien Werte, die demokratischen Verhältnisse und unsere Kultur gerichtet. Der Koran gehört in ganz Europa verboten und der Islam damit aus Europa verbannt.",False,False,none,none,none,none,none,1152531164785305,False
246,"Hallo Cornelia, ich sehe es genau wie Du. Wenn ich sehe wie diese stumpfsinnige Horde am Montag in Dresden spazieren geht, wird mir auch immer speiübel.",False,True,False,none,none,none,none,1055237147848041,False
247,"Zur Info: das ging noch ca. 800 Meter so weiter bis zu der Stelle, an der deine knapp 100 Nazi-Freunde eingekesselt waren......wer nicht live dabei war, sollte am besten die Fresse halten.",False,False,none,none,none,none,none,857574907614267,False
248,"Fachkräfte ja, Schmarotzer nein, ist doch ganz einfach. Kultur haben wir selbst, Religionsfaschisten brauchen wir nicht. Kamel und Eseltreiber brauchen wir auch nicht. Die Fachkräfte gehen dahin, wo man vernünftiges Geld für vernünftige Arbeit bekommt.",False,False,none,none,none,none,none,876299969075094,False
249,"keine asylanden mehr nach deutschland punkt aus ende damit, und die schon da sind sofort zurück.... danke danke danke",False,False,none,none,none,none,none,968970256474731,False
251,"Cool , die Demo insgeheim von den RECHTEN organisiert! Ich lach mich weg. Alle NAZIS :) http://www.spiegel.de/wirtschaft/soziales/ttip-bei-der-demo-marschieren-rechte-mit-kommentar-a-1057131.html",False,False,none,none,none,none,none,993506514021105,False
252,"Die werden Euch klein kriegen weil ihr euch da nicht einig seit. Zur Demo in Berlin waren kaum Leute da, wie geht sowas in so einer riesen Stadt? Wenn alle fuer 4 Wochen nicht mehr arbeiten gehen ist dieser Staat am Ende und kaputt, aber nein das geht ja nicht man muss ja Benzin kaufen fuern  BMW ...den einen die Antifa danach abfackelt...Mensch wacht doch mal auf dort und macht was!",False,False,none,none,none,none,none,1055225721182517,False
253,"8-10 Millionen Syrer und Iraker... und was ist mit den Marokkanern, Algeriern , Tunesiern, Jemeniten, Somalier , und noch schlimmer, Nigerianer . MAR: 2 Millionen, TU: 1,5 Millionen, SOM: 2 Millionen, NIG: 10 Millionen. merkel hat die schlimmste Völkerwanderung Menschengedenken ausgelöst. Ich bin kein Verschwörungstheoretiker, aber Freunde, ich bin der Meinung das wird ein ganz böses Jahr für unser Land, wir werden nirgends mehr sicher sein- Merkel hat das Tor zur Hölle aufgestoßen.",False,True,False,none,none,none,none,1055316054506817,False
255,"[@IND]  Krankenpflege und Schichtarbeit gab es auch als Deutschland noch fast keine Ausländer hatte und die Arbeit wurde gemacht. Krankenschwester war einst ein beliebter Beruf, nur in den letzten 20+ Jahren haben sich Arbeitsdruck und Arbeitsbedingungen in der Pflege massiv verschlechtert nach mehreren Gesundheitsreformen. Ohne Ausländer gab auch Landarbeiter, Putzfrauen, Stadtreinigung, Müllabfuhr usw. Wenn eine Stelle schwer zu besetzen war, erhöhte man den Lohn oder gab Sonderleistungen und dann bekam man Leute, denn so funktioniert Marktwirtschaft.  Aber dann wurden einige Unternehmen zu gierig und die Politik unterstütze es, indem Ausländer ins Land geholt wurden und man die Globalisierung forcierte. Und dann wollten die Roten (und später und schlimmer die Grünen) Multikulti, so holte man Moslems ins Land die nun eine Menge Probleme verursachen. Diese Ausländer zahlen nicht in unsere Kasse, sondern verursachen eine Menge Ausgaben: 30% haben keinen Schulabschluss, 40-60% sind arbeitslos je nach Region (und die Hausfrauenrate ist auch sehr hoch), ihre Kriminalitätsrate ist hoch, Integrationswilligkeit gering und hin und wieder liebäugeln sie mit dem Salafismus.",False,False,none,none,none,none,none,877367678968323,False
256,"scheiß auf deine nsu,das waren fehlgeleitete ,geisteskranke serienmörder und darüber wurde seit jahren genug gesagt und bis zum erbrechen berichtet,wenn die presse mal genauso von dem in deutschland herrschenden linksterrorismus und den morden,raubüberfällen und anderen straftaten ,von migranten gegen deutsche berichten würden,wuerden einigen vielleicht mal die scheuklappen verrutschen und den blick auf die realität freigeben.natürlich ist ,was die nsu getan hat nicht zu tolerieren,aber eben verbrechen von der ""guten"" seite auch nicht. außerdem was hat pegida mit der nsu zu tun ????",False,False,none,none,none,none,none,856767441028347,False
257,Der Islam ist das Verbrechen und muss bekämpft werden!,False,False,none,none,none,none,none,857153757656382,False
258,"Lieber Martin Jurk, ich denke immer, bevor ich etwas schreibe. Mit dieser abgedroschenen Polemik kommen Sie bei mir nicht durch.",False,True,False,none,none,none,none,894929973878760,False
259,Er wurde bestimmt gesponsert und wollte seine Story nur verkaufen.,False,True,False,none,none,none,none,894883577216733,False
260,"Marta, what do you mean with there claim to be no Nazi,..what are you,..I would say Kindergarten and Islamist!",True,True,True,True,False,False,True,858340034204421,True
261,"Merkel ist die Mutter der europäischen Probleme mit dem Islam, nur zugeben kann und darf sie es nicht. Merkel muss von der Straße aus abgewählt werden!",False,True,False,none,none,none,none,856797247692033,False
262,"58 tot? Na das sind mal endlich gute Nachrichten. Bei denen hilft nix anderes. Diskutieren, verhandeln, an den gesunden Menschenverstand appellieren...alles sinnlos. Bombt die IS nieder bis nur noch verbrannte Erde bleibt. Erlöst uns von diesem Krebsgeschwür liebe Russen.",False,False,none,none,none,none,none,1007495675955522,False
264,"Genau. völlig richtig. Kampf allen diesen Mafiosi, egal ob evangelen, katholen oder islam. Evangelen - Emanzen sind es, die hier Araber beischleusen mittels offenem, geplantem Gesetzesbruch. Diese Verbrechermafia hat hier das Gesetz außerkraft gesetzt und muß sofort verhaftet werden normalerweise.",False,False,none,none,none,none,none,1043627122342377,False
265,"Bis zum Ergebnis schleicht es erstmal vor sich hin mit der Pegida aber es wird der Zeitpunkt kommen wo es dann heisst "" die Umfragen sagten anderes voraus "" dann stehen die Deppen die diese gefälscht haben ziemlich blöd da . Man versuchte natürlich im Vorfeld mit gefälschten Umfragen eine falsche Gesamtmeinung zu verbreiten was die dann aber nicht zugeben können. Bei der diesjährigen Wahl werden sich der ein oder andere bestimmt blöd umgucken . Das passiert wenn die Realität verdrängt wird . So , jetzt noch zwei ????",False,False,none,none,none,none,none,1035119576526465,False
266,"nun mit  unserer kaputten leuchte wird das schlecht, einziger trumpf den die noch haben ist antifa, die machen alles für geld und die asylanten auch die zünden auch selber immer wieder mal ihre unterkunft an.",False,False,none,none,none,none,none,972222402816183,False
267,"Eine Hundedecke mit der Aufschrift ""Merkel muss weg"". Wenn der Hund gross genug ist traut sich auch z.B. in der Salafistenhochburg Berlin kein Staatstroll ran.",False,False,none,none,none,none,none,1010797295625360,False
268,Merkel u ihre Pläne !!!!! Scheiß Pläne sind das..überall wird das Geld verstreut und nichts passiert !!! Könnt kotzen !!,False,True,False,none,none,none,none,1057996380905451,False
269,Wer jetzt noch von traumatisierten  Flüchtlingen redet hat wohl sein bisschen letzten Verstand verloren.Und Mutti Merkel lässt dieses Pack dann auch noch rein.Pfui......,False,True,True,True,False,True,False,982714591766964,False
270,"Anke Schneider.... Du hast von Deinen Eltern auch nicht viel Aufmerksamkeit ab bekommen. Vor einem Jahr hättest Du mir noch leid getan. JETZT bist Du für mich nur noch ein mode- REFUGEE-WELCOME-Idiot, wie all die anderen linksversifften Steinewerfer!",True,True,True,True,False,False,True,982763365095420,True
271,"Eigentlich sollten wir uns zusammen tun und einen Anwalt finden, der unsere Regierung und Justiz wegen unterlassener Schadensabwehr anzeigen. Auch die Anwälte, die dafür gesorgt haben, dass die potenten Fummelafrikaner wieder ins Schwimmbad dürfen.",False,True,False,none,none,none,none,1043691182335971,False
272,"Anpassen heißt, die Familienhierarchie da lassen wo es hingehört: Irak und Türkei! Hier ist Deutschland, und hier gelten die deutschen Werte! Eine deutsche Frau darf einen Muslimen heiraten ohne gleich geköpft zu werden. Bei den Jesiden ist dies nicht der Fall.",False,False,none,none,none,none,none,857314080973683,False
274,"To you my good friend who read my words a message of strength Islam is not a religion Islam is a sadistic and criminal apologia that worships violence, sadism the sumicion mutilation theft looting terrorism totalitarianism envy the hate death and lies Muslims use the simulation lies and blackmail to impose there where they arrive their aim is the conquest think of your country in your family in your freedom before it is too late do not believe in those cowardly politicians and traitors who shout that ISLAM iS PEACE lie and betray their people to their history and their heritage your moral duty to stop the destruction of your civilization outside Europe's Muslims around the West not a single mosque or a single Koran say no to barbarism say NO TO ISLAM¡¡¡¡¡¡",False,False,none,none,none,none,none,1066041470100942,False
276,Die behinderte alte soll lieber mal ihr Volk kennen lernen und verstehen !!,False,True,True,True,False,True,True,1134222156616206,False
277,Och lasst doch die Salafistchen in Ruhe. Die machen doch nichts ausser bisschen Terror und Hetze. Die paar Einzelfällchen. Gleich das SEK. Hätte man doch den Gauck hinschicken können und paar Pressefotos knipsen können.,False,True,False,none,none,none,none,935471019824655,False
278,"Es sollte ein generelles ""Vermummugsverbot"" erlassen werden !!!

Einmal ist es eine Sicherheitsfrage!
Man muß immer erkennen , wer vor einem steht !!!
Egal ob Burka auf der Straße oder Gesichtsmasken bei einer Demo !!!

Fahren Sie mal mit einer Karnevalsmaske durch einen Radarblitzer, da werden sie vom Richter ans Kreuz genagelt!
Andererseits soll es toleriert werden !??

Bei einem 10tägigen Türkeiaufenthalt habe ich weniger Kopftücher gesehen , als in einer deutschen Kleinstadt in 10 Minuten !!!

Wo leben wir denn ???",False,False,none,none,none,none,none,1010221522349604,False
279,"na von irgendwas müssen die facharbeiter doch leben. hier wird nochmal nachgeschoben, dann lässt es sich gut leben vom kindergeld. die wollen doch ein mischvolk schaffen. hoffe nur das die deutschen frauen so schlau sind und nicht mit denen in de kiste hüpfen. von krankheiten die unsere kulturbereicherer mit reinschleppen ganz zu schweigen. der normale deutsche macht keine kinder weil er existenzängste hat bei dem arbeitsmarkt und der gesamtsituation. aber unseren facharbeitern ist ja das egal. hartz 4 hier ist bestimmt in afrika leben wie ein könig. afrika ist verwüstet, jetzt ist europa dran....",False,False,none,none,none,none,none,951572768214480,False
